year,country,population,cement_co2,cement_co2_per_capita,co2,co2 (GCP),co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_per_capita,coal_co2,coal_co2_per_capita,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf
1880,Africa,128194527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.019,0.0,0.0,0.0,193.019,0.0,0.0,0.0,0.0,0.0,0.0,0.208,1.71,193.019,1.508,88.414,0.69,19.343,0.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18537403039477576,0.0,0.0,0.0,11.434,0.0,0.0,0.0,0.0,5.71,0.0,0.0,5.405,0.001,0.002,0.003,0.0,219.247,26.618
1881,Africa,128863890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.623,0.0,0.0,0.0,390.6420000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.209,1.749,197.623,1.536,89.115,0.692,19.563,0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18232731873591052,0.0,0.0,0.0,11.232,0.0,0.0,0.0,0.0,5.852,0.0,0.0,5.332,0.001,0.002,0.004,0.0,225.336,26.882
1882,Africa,129548955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.598,0.0,0.0,0.0,622.2409999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.21,1.987,231.598,1.79,89.819,0.693,19.75,0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20516521895782683,0.0,0.0,0.0,11.059,0.0,0.0,0.0,0.0,6.512,0.0,0.0,5.276,0.001,0.003,0.004,0.0,257.469,27.148
1883,Africa,130249836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.453,0.0,0.0,0.0,839.6940000000011,0.0,0.0,0.0,0.0,0.0,0.0,0.21,1.873,217.453,1.672,90.527,0.695,19.91,0.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1852870275018052,0.0,0.0,0.0,10.892,0.0,0.0,0.0,0.0,6.251,0.0,0.0,5.214,0.001,0.003,0.004,0.0,244.002,27.416
1884,Africa,130956522.0,0.0,0.0,0.022,0.022,0.0,0.0,16.946,0.0,0.0,0.13,0.0,0.022,0.0,0.0,0.022,16.945999999999998,0.022,0.0,0.0,1049.4819999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.211,1.811,209.788,1.604,91.215,0.697,20.051,0.153,0.0,0.0,0.0,0.0,0.0,0.002,0.365,0.002,0.0,0.0,0.014,0.0,0.0,0.0,10.714,0.0,0.0,0.0,0.0,5.776,0.0,0.0,5.147,0.001,0.003,0.004,0.0,237.165,27.684
1885,Africa,131669056.0,0.0,0.0,0.037,0.037,0.015,66.667,16.434,-0.512,-3.02,0.125,0.0,0.037,0.0,0.0,0.059,33.379999999999995,0.059,0.0,0.0,1268.3730000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.213,1.884,218.891,1.665,91.938,0.698,20.179,0.153,0.0,0.0,0.0,0.0,0.0,0.004,0.354,0.004,0.0,0.0,0.026,0.0,0.0,0.0,10.556,0.0,0.0,0.0,0.0,6.028,0.0,0.0,5.091,0.001,0.003,0.004,0.0,248.122,27.981
1886,Africa,132387485.0,0.0,0.0,0.048,0.048,0.011,30.0,16.085,-0.349,-2.122,0.122,0.0,0.048,0.0,0.0,0.106,49.46600000000001,0.106,0.0,0.0,1486.1339999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.214,1.864,217.761,1.647,92.662,0.7,20.301,0.153,0.0,0.0,0.0,0.0,0.0,0.005,0.351,0.005,0.0,0.0,0.038,0.0,0.0,0.0,10.415,0.0,0.0,0.0,0.0,6.142,0.0,0.0,5.041,0.001,0.003,0.004,0.0,246.721,28.273
1887,Africa,133111879.0,0.0,0.0,0.048,0.048,0.0,0.0,15.831,-0.254,-1.579,0.119,0.0,0.048,0.0,0.0,0.154,65.297,0.154,0.0,0.0,1694.3980000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.214,1.797,208.264,1.567,93.368,0.701,20.423,0.153,0.0,0.0,0.0,0.0,0.0,0.004,0.332,0.005,0.0,0.001,0.048,0.001,0.0,0.0,10.262,0.0,0.0,0.0,0.0,5.642,0.0,0.0,4.983,0.001,0.003,0.004,0.0,239.136,28.537
1888,Africa,133842280.0,0.0,0.0,0.081,0.081,0.033,69.231,15.613,-0.218,-1.378,0.117,0.001,0.081,0.001,0.0,0.234,80.91,0.234,0.0,0.0,1908.274000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.215,1.829,213.875,1.6,94.08,0.703,20.551,0.154,0.0,0.0,0.0,0.0,0.0,0.007,0.328,0.007,0.0,0.001,0.057,0.001,0.0,0.0,10.133,0.0,0.0,0.0,0.0,5.997,0.0,0.0,4.929,0.001,0.003,0.004,0.0,244.763,28.84
1889,Africa,134489847.0,0.0,0.0,0.132,0.132,0.051,63.636,15.481,-0.132,-0.845,0.115,0.001,0.132,0.001,0.0,0.366,96.392,0.366,0.0,0.0,2124.9440000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.217,1.843,216.67,1.613,94.796,0.705,20.693,0.154,0.0,0.0,0.0,0.0,0.0,0.011,0.317,0.011,0.0,0.001,0.066,0.001,0.0,0.0,10.006,0.0,0.0,0.0,0.0,5.891,0.0,0.0,4.879,0.001,0.003,0.004,0.0,247.834,29.165
1890,Africa,135054738.0,0.0,0.0,0.297,0.297,0.165,125.0,20.412,4.931,31.85,0.151,0.002,0.297,0.002,0.0,0.663,116.804,0.663,0.0,0.0,2353.4220000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.22,1.877,228.479,1.694,95.506,0.707,21.678,0.161,0.0,0.0,0.0,0.0,0.0,0.023,0.388,0.024,0.0,0.002,0.077,0.002,0.0,0.0,9.873,0.0,0.0,0.0,0.0,5.784,0.0,0.0,4.823,0.001,0.003,0.004,0.0,253.561,29.664
1891,Africa,135539040.0,0.0,0.0,0.297,0.297,0.0,0.0,22.707,2.294,11.24,0.168,0.002,0.297,0.002,0.0,0.96,139.511,0.96,0.0,0.0,2612.2760000000017,0.0,0.0,0.0,0.0,0.0,0.0,0.221,2.058,258.854,1.912,96.27,0.71,21.891,0.162,0.0,0.0,0.0,0.0,0.0,0.022,0.411,0.022,0.0,0.003,0.089,0.003,0.0,0.0,9.757,0.0,0.0,0.0,0.0,6.221,0.0,0.0,4.775,0.001,0.003,0.005,0.0,279.002,29.961
1892,Africa,135941070.0,0.0,0.0,0.48,0.48,0.183,61.728,24.412,1.706,7.511,0.18,0.004,0.48,0.004,0.0,1.44,163.923,1.44,0.0,0.0,2839.0440000000017,0.0,0.0,0.0,0.0,0.0,0.0,0.224,1.825,226.767,1.67,97.053,0.714,22.114,0.163,0.0,0.0,0.0,0.0,0.0,0.035,0.445,0.036,0.0,0.004,0.101,0.005,0.0,0.0,9.628,0.0,0.0,0.0,0.0,5.528,0.0,0.0,4.719,0.001,0.003,0.005,0.0,248.083,30.462
1893,Africa,136260909.0,0.0,0.0,1.799,1.799,1.319,274.809,26.812,2.4,9.829,0.197,0.013,1.799,0.013,0.0,3.239,190.735,3.239,0.0,0.0,3089.2980000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.236,1.976,250.254,1.839,97.938,0.719,22.346,0.164,0.0,0.0,0.0,0.0,0.0,0.132,0.474,0.137,0.0,0.01,0.114,0.01,0.0,0.0,9.51,0.0,0.0,0.0,0.0,5.835,0.0,0.0,4.673,0.001,0.003,0.005,0.0,269.202,32.203
1894,Africa,136587590.0,0.0,0.0,2.433,2.433,0.634,35.234,28.147,1.335,4.98,0.206,0.018,2.433,0.018,0.0,5.672,218.882,5.672,0.0,0.0,3331.424000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.243,1.943,242.126,1.775,98.767,0.723,22.588,0.165,0.0,0.0,0.0,0.0,0.0,0.172,0.492,0.178,0.0,0.016,0.126,0.017,0.0,0.0,9.393,0.0,0.0,0.0,0.0,5.625,0.0,0.0,4.625,0.001,0.003,0.005,0.0,265.343,33.204
1895,Africa,136921163.0,0.0,0.0,3.338,3.338,0.905,37.199,29.694,1.547,5.498,0.217,0.024,3.338,0.024,0.0,9.01,248.576,9.01,0.0,0.0,3570.130000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.252,1.92,238.705,1.746,99.624,0.728,22.839,0.167,0.0,0.0,0.0,0.0,0.0,0.223,0.512,0.232,0.0,0.025,0.139,0.025,0.0,0.0,9.28,0.0,0.0,0.0,0.0,5.539,0.0,0.0,4.578,0.001,0.003,0.005,0.0,262.899,34.505
1896,Africa,137261683.0,0.0,0.0,4.258,4.258,0.92,27.552,31.111,1.417,4.772,0.227,0.031,4.258,0.031,0.0,13.267,279.688,13.267,0.0,0.0,3830.7930000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.261,2.087,260.663,1.901,100.443,0.732,23.099,0.168,0.0,0.0,0.0,0.0,0.0,0.276,0.537,0.287,0.0,0.035,0.151,0.036,0.0,0.0,9.193,0.0,0.0,0.0,0.0,6.141,0.0,0.0,4.542,0.001,0.003,0.005,0.0,286.453,35.785
1897,Africa,137609187.0,0.0,0.0,4.778,4.778,0.52,12.22,31.988,0.877,2.818,0.233,0.035,4.778,0.035,0.0,18.045,311.676,18.045,0.0,0.0,4080.746000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.266,2.03,249.954,1.819,101.231,0.736,23.367,0.17,0.0,0.0,0.0,0.0,0.0,0.295,0.531,0.307,0.0,0.046,0.163,0.047,0.0,0.0,9.093,0.0,0.0,0.0,0.0,5.675,0.0,0.0,4.501,0.001,0.003,0.005,0.0,279.378,36.635
1898,Africa,137963724.0,0.0,0.0,6.049,6.049,1.271,26.61,33.607,1.619,5.062,0.244,0.044,6.049,0.044,0.0,24.094,345.283,24.094,0.0,0.0,4335.238000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.278,2.083,254.492,1.847,102.081,0.74,23.642,0.171,0.0,0.0,0.0,0.0,0.0,0.355,0.554,0.369,0.0,0.058,0.175,0.06,0.0,0.0,9.005,0.0,0.0,0.0,0.0,5.841,0.0,0.0,4.464,0.002,0.004,0.005,0.0,287.378,38.302
1899,Africa,138345391.0,0.0,0.0,5.518,5.518,-0.531,-8.783,33.441,-0.166,-0.494,0.242,0.04,5.518,0.04,0.0,29.612,378.725,29.612,0.0,0.0,4598.137000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.275,2.154,262.898,1.903,102.783,0.743,23.926,0.173,0.0,0.0,0.0,0.0,0.0,0.296,0.53,0.308,0.0,0.069,0.186,0.07,0.0,0.0,8.921,0.0,0.0,0.0,0.0,5.911,0.0,0.0,4.428,0.002,0.004,0.006,0.0,297.977,38.018
1900,Africa,138755559.0,0.0,0.0,2.33,2.33,-3.188,-57.769,32.486,-0.956,-2.858,0.234,0.017,2.33,0.017,0.0,31.943,411.21,31.943,0.0,0.0,4894.300000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.252,2.302,296.163,2.137,103.37,0.745,24.216,0.175,0.0,0.0,0.0,0.0,0.0,0.119,0.502,0.124,0.0,0.071,0.196,0.072,0.0,0.0,8.859,0.0,0.0,0.0,0.0,6.573,0.0,0.0,4.398,0.002,0.004,0.006,0.0,319.378,34.964
1901,Africa,139195205.0,0.0,0.0,3.909,3.909,1.579,67.767,35.298,2.813,8.659,0.254,0.028,3.909,0.028,0.0,35.852,446.509,35.852,0.0,0.0,5176.212000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.268,2.214,281.912,2.028,104.47,0.751,24.507,0.176,0.0,0.0,0.0,0.0,0.0,0.193,0.538,0.202,0.0,0.076,0.206,0.078,0.0,0.0,8.79,0.0,0.0,0.0,0.0,6.219,0.0,0.0,4.365,0.002,0.004,0.006,0.0,308.228,37.271
1902,Africa,139666271.0,0.0,0.0,5.826,5.826,1.916,49.016,38.104,2.805,7.947,0.273,0.042,5.826,0.042,0.0,41.678,484.613,41.678,0.0,0.0,5468.871000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.286,2.293,292.659,2.098,105.543,0.756,24.794,0.178,0.0,0.0,0.0,0.0,0.0,0.281,0.569,0.294,0.0,0.085,0.217,0.087,0.0,0.0,8.726,0.0,0.0,0.0,0.0,6.325,0.0,0.0,4.335,0.002,0.004,0.006,0.0,320.25,39.893
1903,Africa,140170120.0,0.0,0.0,7.896,7.896,2.07,35.535,42.552,4.448,11.673,0.304,0.056,7.896,0.056,0.0,49.574,527.164,49.574,0.0,0.0,5756.76,0.0,0.0,0.0,0.0,0.0,0.0,0.304,2.298,287.889,2.056,106.54,0.76,25.086,0.179,0.0,0.0,0.0,0.0,0.0,0.349,0.62,0.365,0.0,0.096,0.229,0.099,0.0,0.0,8.664,0.0,0.0,0.0,0.0,6.263,0.0,0.0,4.305,0.002,0.004,0.006,0.0,322.133,42.6
1904,Africa,140688001.0,0.0,0.0,8.911,8.911,1.015,12.854,44.134,1.582,3.717,0.314,0.063,8.911,0.063,0.0,58.485,571.298,58.485,0.0,0.0,6060.887000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.314,2.436,304.128,2.164,107.483,0.764,25.386,0.18,0.0,0.0,0.0,0.0,0.0,0.39,0.634,0.41,0.0,0.109,0.241,0.112,0.0,0.0,8.61,0.0,0.0,0.0,0.0,6.5,0.0,0.0,4.282,0.002,0.004,0.006,0.0,342.755,44.2
1905,Africa,141220048.0,0.0,0.0,10.263,10.263,1.352,15.173,45.969,1.835,4.158,0.326,0.073,10.263,0.073,0.0,68.748,617.267,68.748,0.0,0.0,6366.200000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.327,2.476,305.312,2.165,108.433,0.768,25.703,0.182,0.0,0.0,0.0,0.0,0.0,0.421,0.633,0.442,0.0,0.122,0.253,0.126,0.0,0.0,8.553,0.0,0.0,0.0,0.0,6.325,0.0,0.0,4.257,0.002,0.004,0.006,0.0,349.639,46.145
1906,Africa,141766391.0,0.0,0.0,11.717,11.717,1.455,14.174,47.736,1.767,3.844,0.337,0.083,11.717,0.083,0.0,80.465,665.003,80.465,0.0,0.0,6665.6820000000025,0.0,0.0,0.0,0.0,0.0,0.0,0.341,2.504,299.483,2.115,109.572,0.773,26.041,0.184,0.0,0.0,0.0,0.0,0.0,0.461,0.647,0.483,0.0,0.137,0.264,0.141,0.0,0.0,8.495,0.0,0.0,0.0,0.0,6.191,0.0,0.0,4.233,0.002,0.004,0.007,0.0,355.051,48.382
1907,Africa,142327180.0,0.0,0.0,12.93,12.93,1.213,10.35,49.35,1.614,3.381,0.347,0.091,12.93,0.091,0.0,93.395,714.353,93.395,0.0,0.0,6960.688,0.0,0.0,0.0,0.0,0.0,0.0,0.353,2.493,295.005,2.075,110.624,0.777,26.407,0.186,0.0,0.0,0.0,0.0,0.0,0.446,0.645,0.469,0.0,0.152,0.276,0.156,0.0,0.0,8.441,0.0,0.0,0.0,0.0,6.213,0.0,0.0,4.206,0.002,0.004,0.007,0.0,354.829,50.288
1908,Africa,142902543.0,0.0,0.0,13.403,13.403,0.473,3.655,50.087,0.737,1.493,0.351,0.094,13.403,0.094,0.0,106.798,764.44,106.798,0.0,0.0,7268.6,0.0,0.0,0.0,0.0,0.0,0.0,0.36,2.617,307.912,2.157,111.622,0.781,26.808,0.188,0.0,0.0,0.0,0.0,0.0,0.481,0.657,0.509,0.0,0.166,0.287,0.171,0.0,0.0,8.393,0.0,0.0,0.0,0.0,6.363,0.0,0.0,4.186,0.002,0.004,0.007,0.0,373.91,51.397
1909,Africa,143483346.0,0.0,0.0,15.385,15.385,1.982,14.789,52.319,2.232,4.456,0.365,0.107,15.385,0.107,0.0,122.183,816.758,122.183,0.0,0.0,7582.370000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.377,2.707,313.771,2.19,112.756,0.786,27.249,0.19,0.0,0.0,0.0,0.0,0.0,0.53,0.667,0.561,0.0,0.182,0.297,0.187,0.0,0.0,8.345,0.0,0.0,0.0,0.0,6.344,0.0,0.0,4.169,0.002,0.005,0.007,0.0,388.415,54.145
1910,Africa,144068383.0,0.0,0.0,17.411,17.411,2.026,13.17,54.031,1.712,3.273,0.376,0.121,17.411,0.121,0.0,139.595,870.789,139.595,0.0,0.0,7916.481000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.395,2.813,334.113,2.322,113.866,0.79,27.737,0.193,0.0,0.0,0.0,0.0,0.0,0.572,0.694,0.606,0.0,0.198,0.308,0.205,0.0,0.0,8.316,0.0,0.0,0.0,0.0,7.039,0.0,0.0,4.157,0.002,0.005,0.007,0.0,405.32,56.907
1911,Africa,144655670.0,0.0,0.0,16.865,16.865,-0.546,-3.136,54.856,0.825,1.526,0.38,0.117,16.854,0.117,0.0,156.46,925.645,156.449,0.0,0.0,8283.077,0.011,0.0,0.0,0.0,0.0,0.0,0.395,2.997,366.592,2.537,115.604,0.799,28.427,0.197,0.011,0.0,0.0,0.0,0.0,0.546,0.693,0.579,0.0,0.213,0.319,0.22,0.0,0.0,8.3,0.001,0.0,0.0,0.0,7.595,0.007,0.0,4.153,0.002,0.005,0.007,0.001,433.594,57.16
1912,Africa,145245400.0,0.0,0.0,17.954,17.954,1.088,6.452,56.038,1.183,2.156,0.386,0.124,17.869,0.123,0.0,174.414,981.684,174.318,0.0,0.0,8646.975,0.095,0.0,0.0,0.0,0.0,0.0,0.408,2.987,363.899,2.508,117.499,0.809,29.433,0.203,0.084,0.001,0.0,0.0,0.0,0.553,0.706,0.584,0.0,0.227,0.329,0.235,0.0,0.0,8.289,0.004,0.0,0.0,0.0,7.765,0.054,0.0,4.149,0.002,0.005,0.008,0.001,433.909,59.201
1913,Africa,145835662.0,0.0,0.0,19.606,19.606,1.652,9.204,57.782,1.744,3.112,0.397,0.135,19.566,0.134,0.0,194.02,1039.466,193.884,0.0,0.0,9006.036000000002,0.136,0.0,0.0,0.0,0.0,0.0,0.424,2.995,359.062,2.465,119.437,0.819,30.7,0.211,0.04,0.0,0.0,0.0,0.0,0.558,0.719,0.592,0.0,0.242,0.339,0.251,0.0,0.0,8.283,0.006,0.0,0.0,0.0,7.953,0.022,0.0,4.143,0.002,0.005,0.008,0.001,436.706,61.848
1914,Africa,146434524.0,0.0,0.0,19.551,19.551,-0.055,-0.28,57.62,-0.162,-0.28,0.394,0.134,19.243,0.132,0.0,213.571,1097.086,213.128,0.0,0.0,9384.567000000001,0.443,0.0,0.0,0.0,0.0,0.0,0.427,3.133,378.529,2.588,121.048,0.827,32.171,0.22,0.308,0.002,0.0,0.0,0.0,0.613,0.74,0.648,0.0,0.256,0.349,0.265,0.0,0.0,8.282,0.017,0.0,0.0,0.0,8.235,0.165,0.0,4.148,0.002,0.005,0.008,0.001,458.726,62.459
1915,Africa,147042086.0,0.0,0.0,19.606,19.606,0.055,0.281,83.637,26.017,45.153,0.569,0.133,19.514,0.133,0.0,233.177,1180.723,232.642,0.0,0.0,9804.577,0.535,0.0,0.0,0.0,0.0,0.0,0.43,3.433,420.01,2.86,122.662,0.834,33.791,0.23,0.092,0.001,0.0,0.0,0.0,0.624,1.085,0.671,0.0,0.269,0.367,0.279,0.0,0.0,8.299,0.019,0.0,0.0,0.0,9.188,0.046,0.0,4.165,0.002,0.005,0.008,0.001,504.776,63.183
1916,Africa,147658424.0,0.0,0.0,23.255,23.255,3.649,18.613,93.627,9.99,11.945,0.635,0.158,23.072,0.156,0.0,256.432,1274.35,255.714,0.0,0.0,10199.095,0.718,0.0,0.0,0.0,0.0,0.0,0.46,3.35,394.519,2.675,124.649,0.844,35.504,0.24,0.183,0.001,0.0,0.0,0.0,0.686,1.183,0.736,0.0,0.285,0.387,0.296,0.0,0.0,8.307,0.024,0.0,0.0,0.0,8.723,0.085,0.0,4.176,0.002,0.005,0.008,0.001,494.698,67.873
1917,Africa,148283643.0,0.0,0.0,25.344,25.344,2.088,8.981,95.921,2.294,2.45,0.648,0.171,24.919,0.168,0.0,281.776,1370.27,280.633,0.0,0.0,10601.927000000001,1.143,0.0,0.0,0.0,0.0,0.0,0.478,3.442,402.832,2.72,126.539,0.853,37.254,0.251,0.425,0.003,0.0,0.0,0.0,0.714,1.185,0.763,0.0,0.301,0.406,0.313,0.0,0.0,8.317,0.036,0.0,0.0,0.0,8.862,0.178,0.0,4.189,0.002,0.006,0.009,0.001,510.418,70.904
1918,Africa,148892208.0,0.0,0.0,24.725,24.725,-0.619,-2.443,95.372,-0.548,-0.572,0.641,0.166,23.856,0.16,0.0,306.501,1465.643,304.489,0.0,0.0,10987.417,2.012,0.0,0.0,0.0,0.0,0.0,0.478,3.36,385.492,2.592,128.357,0.862,38.984,0.262,0.868,0.006,0.0,0.0,0.0,0.706,1.185,0.742,0.0,0.316,0.424,0.328,0.0,0.0,8.32,0.058,0.0,0.0,0.0,8.475,0.354,0.0,4.201,0.003,0.006,0.009,0.001,500.274,71.157
1919,Africa,149751440.0,0.0,0.0,25.443,25.443,0.718,2.905,93.95,-1.422,-1.491,0.628,0.17,24.751,0.165,0.0,331.944,1559.593,329.24,0.0,0.0,11376.419,2.703,0.0,0.0,0.0,0.0,0.0,0.484,3.417,389.0,2.601,129.925,0.868,40.64,0.271,0.692,0.005,0.0,0.0,0.0,0.839,1.25,0.91,0.0,0.332,0.441,0.344,0.0,0.0,8.326,0.072,0.0,0.0,0.0,8.681,0.253,0.0,4.222,0.003,0.006,0.009,0.001,511.637,72.498
1920,Africa,150865200.0,0.0,0.0,28.052,28.052,2.609,10.253,134.688,40.738,43.361,0.894,0.186,27.594,0.183,0.0,359.995,1694.281,356.834,0.0,0.0,11801.934,3.161,0.0,0.0,0.0,0.0,0.0,0.503,3.559,425.516,2.824,131.62,0.872,42.165,0.279,0.458,0.003,0.0,0.0,0.0,0.793,1.654,0.881,0.0,0.348,0.469,0.361,0.0,0.0,8.342,0.077,0.0,0.0,0.0,9.243,0.127,0.0,4.241,0.003,0.006,0.009,0.001,536.909,75.859
1921,Africa,152239781.0,0.0,0.0,27.986,27.986,-0.066,-0.235,157.493,22.805,16.932,1.036,0.184,27.425,0.18,0.0,387.981,1851.774,384.259,0.0,0.0,12269.942000000001,3.722,0.0,0.0,0.0,0.0,0.0,0.502,3.746,468.009,3.078,133.342,0.876,43.726,0.287,0.561,0.004,0.0,0.0,0.0,0.901,1.982,1.026,0.0,0.364,0.501,0.379,0.0,0.0,8.366,0.083,0.0,0.0,0.0,9.672,0.141,0.0,4.271,0.003,0.006,0.01,0.001,570.263,76.404
1922,Africa,153876862.0,0.0,0.0,23.97,23.97,-4.016,-14.349,158.691,1.197,0.76,1.033,0.156,23.435,0.152,0.0,411.951,2010.465,407.694,0.0,0.0,12774.138,4.256,0.0,0.0,0.0,0.0,0.0,0.473,3.893,504.194,3.281,134.913,0.877,45.472,0.296,0.534,0.003,0.0,0.0,0.0,0.737,1.97,0.845,0.0,0.375,0.533,0.391,0.0,0.0,8.404,0.086,0.0,0.0,0.0,10.498,0.122,0.0,4.302,0.003,0.006,0.01,0.001,598.973,72.848
1923,Africa,155780482.0,0.0,0.0,29.045,29.045,5.075,21.171,164.99,6.299,3.97,1.06,0.187,28.572,0.184,0.0,440.995,2175.455,436.266,0.0,0.0,13290.284000000001,4.729,0.0,0.0,0.0,0.0,0.0,0.508,3.961,516.148,3.317,137.173,0.881,47.325,0.304,0.473,0.003,0.0,0.0,0.0,0.787,1.919,0.907,0.0,0.388,0.563,0.406,0.0,0.0,8.441,0.087,0.0,0.0,0.0,10.517,0.097,0.0,4.33,0.003,0.007,0.01,0.001,617.036,79.071
1924,Africa,157712366.0,0.0,0.0,30.631,30.631,1.587,5.462,168.88,3.89,2.358,1.072,0.194,30.126,0.191,0.0,471.626,2344.335,466.392,0.0,0.0,13819.456,5.234,0.0,0.0,0.0,0.0,0.0,0.517,4.006,529.17,3.359,139.214,0.883,49.205,0.312,0.505,0.003,0.0,0.0,0.0,0.827,1.958,0.955,0.0,0.402,0.594,0.422,0.0,0.0,8.482,0.089,0.0,0.0,0.0,10.753,0.104,0.0,4.36,0.003,0.007,0.011,0.001,631.862,81.587
1925,Africa,159672951.0,0.0,0.0,32.185,32.185,1.554,5.072,184.956,16.076,9.519,1.16,0.202,31.624,0.198,0.0,503.811,2529.291,498.016,0.0,0.0,14378.253000000002,5.795,0.0,0.0,0.0,0.0,0.0,0.526,4.177,558.797,3.504,141.17,0.884,51.031,0.32,0.561,0.004,0.0,0.0,0.0,0.86,2.136,1.003,0.0,0.416,0.627,0.438,0.0,0.0,8.531,0.09,0.0,0.0,0.0,11.361,0.111,0.0,4.395,0.003,0.007,0.011,0.001,666.895,83.986
1926,Africa,161662674.0,0.0,0.0,34.438,34.438,2.253,7.001,178.158,-6.798,-3.675,1.103,0.213,33.903,0.21,0.0,538.249,2707.4480000000003,531.919,0.0,0.0,14921.811,6.33,0.0,0.0,0.0,0.0,0.0,0.539,4.081,543.56,3.366,143.228,0.886,52.723,0.326,0.535,0.003,0.0,0.0,0.0,0.936,2.07,1.099,0.0,0.432,0.657,0.456,0.0,0.0,8.573,0.092,0.0,0.0,0.0,11.025,0.106,0.0,4.428,0.003,0.007,0.011,0.001,659.814,87.188
1927,Africa,163681990.0,0.0,0.0,33.841,33.841,-0.597,-1.734,221.961,43.803,24.587,1.358,0.207,33.269,0.203,0.0,572.09,2929.4090000000006,565.189,0.0,0.0,15481.011,6.901,0.0,0.0,0.0,0.0,0.0,0.536,4.142,559.2,3.42,145.56,0.889,54.202,0.331,0.572,0.003,0.0,0.0,0.0,0.843,2.472,0.989,0.0,0.444,0.696,0.471,0.0,0.0,8.618,0.092,0.0,0.0,0.0,11.261,0.103,0.0,4.461,0.003,0.008,0.012,0.001,677.974,87.815
1928,Africa,165731367.0,0.127,0.001,34.77,34.77,0.93,2.747,226.347,4.386,1.976,1.367,0.21,33.815,0.204,0.127,606.86,3155.7560000000003,599.004,0.0,0.0,16028.325000000003,7.729,0.0,0.0,0.0,0.0,0.0,0.54,4.042,547.314,3.306,147.49,0.89,55.388,0.334,0.828,0.005,0.0,0.0,0.358,0.87,2.533,1.022,0.154,0.457,0.734,0.485,0.0,0.0,8.659,0.096,0.0,0.0,0.0,11.079,0.146,0.0,4.491,0.003,0.008,0.012,0.001,669.941,89.569
